AccountID,OwnerName,BranchID,AccountType,Balance,CreditLimit,CreatedAt,IsActive
ACC0621,Customer_0621,BR003-DN,Business,30894255.67,68456444.67,2020-03-13,True
ACC0622,Customer_0622,BR001-HCM,Savings,23847598.67,60024544.18,2020-02-09,True
ACC0623,Customer_0623,BR003-DN,Savings,30646928.63,72449471.34,2023-10-21,True
ACC0624,Customer_0624,BR005-HP,Savings,47312934.96,82022873.44,2023-08-01,True
ACC0625,Customer_0625,BR005-HP,Checking,10139951.48,78395944.54,2024-09-23,True
ACC0626,Customer_0626,BR005-HP,Savings,33864206.86,35973999.83,2020-03-03,True
ACC0627,Customer_0627,BR004-CT,Checking,33648271.3,40545096.69,2021-09-01,True
ACC0628,Customer_0628,BR001-HCM,Business,14582442.46,82976480.24,2024-06-12,True
ACC0629,Customer_0629,BR002-HN,Business,48171328.4,45475900.87,2023-10-01,True
ACC0630,Customer_0630,BR002-HN,Checking,25558785.76,55863071.29,2024-05-11,True
ACC0631,Customer_0631,BR005-HP,Checking,43867595.79,81314734.96,2024-05-23,False
ACC0632,Customer_0632,BR004-CT,Business,24439679.83,24327325.64,2022-08-22,False
ACC0633,Customer_0633,BR005-HP,Savings,24357523.02,25781976.48,2023-11-26,True
ACC0634,Customer_0634,BR002-HN,Checking,20915085.62,35309626.55,2024-01-23,True
ACC0635,Customer_0635,BR002-HN,Checking,5103966.79,67369791.68,2022-02-18,True
ACC0636,Customer_0636,BR004-CT,Checking,18000127.35,89431625.29,2022-03-24,True
ACC0637,Customer_0637,BR004-CT,Business,10383493.69,73542906.52,2022-04-08,True
ACC0638,Customer_0638,BR002-HN,Business,18123354.98,77893848.05,2020-02-22,False
ACC0639,Customer_0639,BR005-HP,Savings,38330088.53,54147395.46,2020-08-12,True
ACC0640,Customer_0640,BR004-CT,Business,43504057.36,49080535.16,2024-05-13,True
ACC0641,Customer_0641,BR005-HP,Savings,3180334.48,79926991.78,2023-09-02,True
ACC0642,Customer_0642,BR004-CT,Business,38907246.21,45719603.43,2020-12-17,False
ACC0643,Customer_0643,BR003-DN,Business,916720.94,67410306.04,2023-10-04,True
ACC0644,Customer_0644,BR003-DN,Business,43161180.15,18715244.2,2022-04-09,False
ACC0645,Customer_0645,BR005-HP,Checking,18613245.48,49877001.66,2021-07-23,True
ACC0646,Customer_0646,BR003-DN,Checking,14341661.83,17988922.87,2021-10-22,True
ACC0647,Customer_0647,BR001-HCM,Business,13862480.79,23580517.29,2023-07-07,True
ACC0648,Customer_0648,BR002-HN,Checking,40380583.9,17660727.67,2023-03-28,True
ACC0649,Customer_0649,BR004-CT,Checking,12923214.66,85850198.24,2020-07-04,True
ACC0650,Customer_0650,BR001-HCM,Savings,40783994.43,47653942.44,2020-08-24,True
ACC0651,Customer_0651,BR003-DN,Checking,18335175.71,55749148.82,2022-06-01,False
ACC0652,Customer_0652,BR001-HCM,Checking,43434744.91,96311656.09,2021-10-19,True
ACC0653,Customer_0653,BR003-DN,Checking,16591969.19,51044452.55,2023-02-13,True
ACC0654,Customer_0654,BR004-CT,Business,47851424.33,86825765.05,2022-07-21,False
ACC0655,Customer_0655,BR001-HCM,Savings,8518974.7,22821793.94,2022-11-10,True
ACC0656,Customer_0656,BR005-HP,Business,20075038.6,88769180.66,2022-12-19,False
ACC0657,Customer_0657,BR004-CT,Savings,9602366.86,2310109.23,2021-11-09,True
ACC0658,Customer_0658,BR002-HN,Savings,20153756.37,9555371.9,2023-09-02,True
ACC0659,Customer_0659,BR004-CT,Business,38367320.42,8325120.14,2022-10-05,True
ACC0660,Customer_0660,BR004-CT,Checking,11853119.8,73759322.83,2023-11-05,True
ACC0661,Customer_0661,BR005-HP,Savings,1914279.0,66354913.53,2022-08-15,True
ACC0662,Customer_0662,BR005-HP,Checking,7188187.95,94848613.22,2024-03-19,False
ACC0663,Customer_0663,BR005-HP,Checking,26411260.32,63952824.87,2022-06-16,True
ACC0664,Customer_0664,BR001-HCM,Checking,15739475.18,41220380.56,2021-05-01,True
ACC0665,Customer_0665,BR005-HP,Savings,17522303.4,46919795.52,2020-12-16,False
ACC0666,Customer_0666,BR003-DN,Savings,38410525.57,79796477.63,2024-04-26,True
ACC0667,Customer_0667,BR005-HP,Checking,9834263.48,88216206.85,2023-07-08,True
ACC0668,Customer_0668,BR004-CT,Checking,11419325.1,7920973.32,2021-09-25,True
ACC0669,Customer_0669,BR003-DN,Business,37274881.16,80880864.91,2023-04-28,True
ACC0670,Customer_0670,BR002-HN,Savings,14834967.31,63689270.95,2024-08-09,False
ACC0671,Customer_0671,BR002-HN,Checking,1460072.16,4963207.22,2024-01-06,True
ACC0672,Customer_0672,BR003-DN,Checking,6689440.54,43841663.54,2020-04-03,True
ACC0673,Customer_0673,BR001-HCM,Checking,11250810.22,42024302.71,2023-06-15,True
ACC0674,Customer_0674,BR003-DN,Savings,42255541.81,95164404.17,2020-05-25,False
ACC0675,Customer_0675,BR001-HCM,Business,23772265.44,19219229.29,2022-07-27,True
ACC0676,Customer_0676,BR001-HCM,Business,12823636.85,77122533.3,2023-04-24,True
ACC0677,Customer_0677,BR002-HN,Checking,36898477.57,9396030.4,2021-08-13,True
ACC0678,Customer_0678,BR003-DN,Savings,31643630.58,4218591.56,2024-09-04,True
ACC0679,Customer_0679,BR004-CT,Business,15291247.65,36042665.61,2020-11-07,True
ACC0680,Customer_0680,BR002-HN,Business,21991001.7,1506770.53,2022-10-04,False
ACC0681,Customer_0681,BR002-HN,Savings,48457329.01,58107702.27,2023-12-20,True
ACC0682,Customer_0682,BR003-DN,Savings,12811751.69,49991920.66,2024-06-25,True
ACC0683,Customer_0683,BR001-HCM,Checking,32406457.38,70132814.0,2020-03-16,True
ACC0684,Customer_0684,BR003-DN,Business,39533810.38,75669752.32,2023-12-07,True
ACC0685,Customer_0685,BR004-CT,Checking,36357758.31,25069624.11,2020-08-23,False
ACC0686,Customer_0686,BR005-HP,Checking,27365336.8,49009199.58,2024-03-18,True
ACC0687,Customer_0687,BR003-DN,Business,23685538.7,86766184.0,2024-09-06,True
ACC0688,Customer_0688,BR005-HP,Savings,22744517.89,81941855.15,2024-06-15,True
ACC0689,Customer_0689,BR005-HP,Checking,36816058.2,88293237.25,2024-06-25,True
ACC0690,Customer_0690,BR003-DN,Business,3635416.95,96716315.7,2023-04-17,False
ACC0691,Customer_0691,BR005-HP,Savings,30845442.5,32260003.99,2022-02-04,True
ACC0692,Customer_0692,BR001-HCM,Savings,9342620.6,3127375.4,2020-08-07,True
ACC0693,Customer_0693,BR001-HCM,Business,32266707.57,38859881.95,2023-09-20,True
ACC0694,Customer_0694,BR001-HCM,Checking,11425777.82,71784519.46,2020-04-21,False
ACC0695,Customer_0695,BR001-HCM,Checking,40150487.48,6070018.83,2024-12-14,True
ACC0696,Customer_0696,BR001-HCM,Business,13657873.91,4065315.23,2020-05-03,True
ACC0697,Customer_0697,BR005-HP,Savings,5510643.48,23101800.33,2023-04-07,True
ACC0698,Customer_0698,BR005-HP,Business,47401415.56,55842348.0,2024-07-24,True
ACC0699,Customer_0699,BR005-HP,Checking,33887381.91,70255041.62,2023-02-06,True
ACC0700,Customer_0700,BR005-HP,Checking,25482292.64,65753188.1,2024-10-15,True
ACC0701,Customer_0701,BR003-DN,Business,49577418.04,32465410.86,2022-07-25,False
ACC0702,Customer_0702,BR003-DN,Business,12415766.53,54562623.96,2023-09-24,True
ACC0703,Customer_0703,BR003-DN,Checking,22651239.56,39709056.17,2020-05-20,True
ACC0704,Customer_0704,BR005-HP,Savings,49673894.47,30184165.39,2022-04-07,True
ACC0705,Customer_0705,BR001-HCM,Business,41205704.18,91911208.3,2024-09-19,True
ACC0706,Customer_0706,BR001-HCM,Savings,23288305.38,15610710.63,2022-06-19,True
ACC0707,Customer_0707,BR002-HN,Checking,40648174.72,9190512.13,2023-10-07,True
ACC0708,Customer_0708,BR003-DN,Checking,9058673.3,82570524.44,2024-02-20,True
ACC0709,Customer_0709,BR001-HCM,Business,40512888.02,38154611.05,2020-06-12,False
ACC0710,Customer_0710,BR004-CT,Savings,43554432.45,22671767.14,2024-01-21,False
ACC0711,Customer_0711,BR001-HCM,Checking,26456975.9,31931654.02,2024-03-11,True
ACC0712,Customer_0712,BR002-HN,Savings,33844944.5,99736730.3,2023-10-19,True
ACC0713,Customer_0713,BR002-HN,Checking,14844259.94,39432240.39,2021-06-03,False
ACC0714,Customer_0714,BR005-HP,Business,2940899.35,39919129.95,2020-07-17,False
ACC0715,Customer_0715,BR002-HN,Savings,24305663.85,19810852.77,2023-11-19,True
ACC0716,Customer_0716,BR005-HP,Business,49855398.96,52424778.23,2021-02-09,False
ACC0717,Customer_0717,BR003-DN,Business,46244835.0,8959464.81,2023-07-12,True
ACC0718,Customer_0718,BR002-HN,Checking,17553983.02,65540985.78,2022-03-12,False
ACC0719,Customer_0719,BR005-HP,Savings,22302939.49,92421320.69,2021-04-22,True
ACC0720,Customer_0720,BR002-HN,Business,42711825.19,11237174.08,2020-04-20,True
ACC0721,Customer_0721,BR003-DN,Savings,17491932.93,80428077.36,2022-08-16,True
ACC0722,Customer_0722,BR003-DN,Savings,37130642.76,21187531.35,2024-09-25,True
ACC0723,Customer_0723,BR005-HP,Checking,31340578.65,99230212.82,2020-07-19,True
ACC0724,Customer_0724,BR003-DN,Savings,3475447.45,20069605.7,2024-05-02,False
ACC0725,Customer_0725,BR001-HCM,Savings,19737934.79,27131037.91,2022-02-01,True
ACC0726,Customer_0726,BR004-CT,Savings,48999746.13,50854033.21,2020-06-16,True
ACC0727,Customer_0727,BR002-HN,Savings,25282215.73,45798626.21,2020-01-08,True
ACC0728,Customer_0728,BR003-DN,Checking,19973290.98,15700525.06,2022-11-12,True
ACC0729,Customer_0729,BR003-DN,Savings,49801723.36,97858782.49,2022-01-21,True
ACC0730,Customer_0730,BR004-CT,Savings,47234766.56,94911641.84,2021-03-11,False
ACC0731,Customer_0731,BR002-HN,Savings,36629538.36,52071784.41,2024-11-22,True
ACC0732,Customer_0732,BR004-CT,Savings,28858478.37,42646499.7,2022-10-11,False
ACC0733,Customer_0733,BR005-HP,Savings,10734485.1,13857652.68,2024-11-26,True
ACC0734,Customer_0734,BR002-HN,Checking,34582338.43,89864316.97,2021-07-25,True
ACC0735,Customer_0735,BR005-HP,Savings,16216062.44,55734029.81,2020-03-11,True
ACC0736,Customer_0736,BR001-HCM,Checking,44066529.06,41404015.54,2023-05-15,True
ACC0737,Customer_0737,BR002-HN,Savings,5785185.93,18474649.66,2024-10-09,True
ACC0738,Customer_0738,BR005-HP,Savings,11930162.69,2608449.28,2020-12-25,False
ACC0739,Customer_0739,BR002-HN,Business,42383842.68,46876349.83,2022-03-28,False
ACC0740,Customer_0740,BR004-CT,Checking,7306879.76,19325982.95,2020-07-25,True
ACC0741,Customer_0741,BR003-DN,Checking,11516433.51,67133908.71,2021-04-03,True
ACC0742,Customer_0742,BR004-CT,Business,24752173.48,32489562.68,2023-04-14,False
ACC0743,Customer_0743,BR001-HCM,Business,36898923.11,38037416.88,2022-07-20,True
ACC0744,Customer_0744,BR005-HP,Savings,22854674.83,82701010.17,2020-04-17,False
ACC0745,Customer_0745,BR001-HCM,Business,19676193.67,76515987.24,2020-04-10,False
ACC0746,Customer_0746,BR004-CT,Checking,38797012.12,28591458.84,2021-07-10,True
ACC0747,Customer_0747,BR005-HP,Savings,23447158.18,64610150.79,2020-12-17,True
ACC0748,Customer_0748,BR002-HN,Business,46923201.66,69611414.18,2021-07-14,True
ACC0749,Customer_0749,BR004-CT,Savings,9354489.66,59031547.53,2021-08-03,True
ACC0750,Customer_0750,BR003-DN,Business,32604533.3,71146974.56,2021-12-24,True
ACC0751,Customer_0751,BR001-HCM,Savings,35458222.14,63407241.82,2020-09-23,False
ACC0752,Customer_0752,BR005-HP,Business,47512817.51,37867863.14,2023-01-25,True
ACC0753,Customer_0753,BR003-DN,Business,43629617.48,86267247.91,2021-03-06,True
ACC0754,Customer_0754,BR004-CT,Checking,15821156.12,76863042.24,2023-05-21,True
ACC0755,Customer_0755,BR001-HCM,Savings,48041477.04,353289.86,2022-01-15,False
ACC0756,Customer_0756,BR004-CT,Business,40469000.9,60798393.1,2023-04-07,False
ACC0757,Customer_0757,BR004-CT,Checking,22372830.39,60121656.66,2020-04-18,True
ACC0758,Customer_0758,BR005-HP,Business,28098658.09,82525250.47,2020-03-05,True
ACC0759,Customer_0759,BR003-DN,Savings,7696033.6,3243209.17,2024-10-10,True
ACC0760,Customer_0760,BR001-HCM,Savings,5889938.46,99373518.06,2021-11-10,True
ACC0761,Customer_0761,BR004-CT,Business,29158831.48,93147981.94,2020-05-11,True
ACC0762,Customer_0762,BR004-CT,Savings,38042878.4,84330963.01,2020-05-16,True
ACC0763,Customer_0763,BR001-HCM,Business,43040693.08,32920852.7,2023-09-07,True
ACC0764,Customer_0764,BR005-HP,Savings,5910460.6,72972851.98,2024-02-16,True
ACC0765,Customer_0765,BR004-CT,Business,42465999.51,25966003.93,2024-10-12,True
ACC0766,Customer_0766,BR005-HP,Business,25071647.81,72918474.4,2023-08-26,True
ACC0767,Customer_0767,BR005-HP,Savings,35575059.84,97925765.96,2020-02-01,False
ACC0768,Customer_0768,BR001-HCM,Business,42479454.53,79956435.13,2023-07-02,True
ACC0769,Customer_0769,BR003-DN,Business,40399154.13,21233793.36,2021-12-10,True
ACC0770,Customer_0770,BR001-HCM,Checking,15364057.73,54999359.94,2020-02-22,True
ACC0771,Customer_0771,BR003-DN,Checking,36357633.82,61599334.3,2020-03-07,True
ACC0772,Customer_0772,BR003-DN,Business,24215859.53,47450045.35,2020-11-05,False
ACC0773,Customer_0773,BR002-HN,Business,23300587.85,86522435.05,2022-08-26,False
ACC0774,Customer_0774,BR001-HCM,Business,15317515.46,72496415.43,2022-09-18,True
ACC0775,Customer_0775,BR002-HN,Business,34431918.37,79953533.35,2022-02-05,True
ACC0776,Customer_0776,BR001-HCM,Checking,49189129.06,62651084.76,2021-10-20,False
ACC0777,Customer_0777,BR002-HN,Business,6283809.59,78234393.71,2022-12-28,True
ACC0778,Customer_0778,BR001-HCM,Checking,20986543.61,49705443.44,2021-06-15,True
ACC0779,Customer_0779,BR002-HN,Business,15464755.78,11223127.23,2020-04-03,False
ACC0780,Customer_0780,BR005-HP,Savings,40051751.28,90495580.06,2021-04-11,False
ACC0781,Customer_0781,BR005-HP,Checking,38888893.86,14329504.79,2020-09-22,True
ACC0782,Customer_0782,BR002-HN,Business,2309350.58,38758821.57,2024-02-01,True
ACC0783,Customer_0783,BR001-HCM,Business,42482139.2,87187509.3,2022-08-02,True
ACC0784,Customer_0784,BR005-HP,Business,37404958.9,2248026.12,2022-11-07,True
ACC0785,Customer_0785,BR002-HN,Savings,14685085.17,53227580.58,2023-11-04,True
ACC0786,Customer_0786,BR002-HN,Savings,14045025.85,1525671.75,2024-09-17,True
ACC0787,Customer_0787,BR002-HN,Business,17840747.83,31848491.19,2021-12-26,True
ACC0788,Customer_0788,BR005-HP,Savings,8978111.29,31137755.97,2022-09-15,True
ACC0789,Customer_0789,BR002-HN,Savings,23801411.16,67549593.78,2020-07-02,True
ACC0790,Customer_0790,BR004-CT,Checking,9359658.17,59612136.25,2024-11-27,False
ACC0791,Customer_0791,BR005-HP,Checking,15965812.23,81744197.9,2024-02-25,False
ACC0792,Customer_0792,BR005-HP,Savings,5099350.63,80235049.81,2023-02-15,True
ACC0793,Customer_0793,BR004-CT,Checking,11968863.58,22379445.39,2024-05-12,False
ACC0794,Customer_0794,BR002-HN,Business,45904588.88,33032795.63,2022-08-16,True
ACC0795,Customer_0795,BR001-HCM,Checking,6087909.34,47865208.58,2021-05-25,True
ACC0796,Customer_0796,BR005-HP,Business,6806003.1,10293221.03,2020-06-18,True
ACC0797,Customer_0797,BR003-DN,Business,23318255.21,59053595.67,2021-10-08,True
ACC0798,Customer_0798,BR004-CT,Checking,3769966.77,20823814.58,2024-07-26,False
ACC0799,Customer_0799,BR005-HP,Checking,27454080.57,23615431.91,2020-12-23,False
ACC0800,Customer_0800,BR001-HCM,Business,30005736.93,32537809.43,2020-08-06,True
ACC0801,Customer_0801,BR004-CT,Savings,30113829.49,68550868.19,2024-07-11,False
ACC0802,Customer_0802,BR001-HCM,Savings,11271782.79,13891673.75,2024-11-26,True
ACC0803,Customer_0803,BR002-HN,Business,7886213.37,53125582.11,2023-10-19,False
ACC0804,Customer_0804,BR002-HN,Savings,34235081.01,31659771.73,2024-11-10,False
ACC0805,Customer_0805,BR003-DN,Savings,29344985.4,61149075.62,2024-07-28,True
ACC0806,Customer_0806,BR003-DN,Savings,18776533.23,54888513.66,2020-01-23,True
ACC0807,Customer_0807,BR001-HCM,Checking,43351142.02,23524117.05,2024-07-21,True
ACC0808,Customer_0808,BR004-CT,Checking,19387469.73,54511878.8,2021-08-05,True
ACC0809,Customer_0809,BR005-HP,Checking,42244719.7,36028788.86,2023-03-10,True
ACC0810,Customer_0810,BR002-HN,Savings,4051426.83,1570779.94,2023-11-14,True
ACC0811,Customer_0811,BR001-HCM,Savings,32291023.53,41585546.63,2023-12-20,False
ACC0812,Customer_0812,BR005-HP,Savings,22992520.78,42412468.46,2023-07-12,True
ACC0813,Customer_0813,BR002-HN,Checking,30426376.24,57793850.08,2021-12-17,True
ACC0814,Customer_0814,BR004-CT,Business,29029441.48,3346187.61,2020-10-16,True
ACC0815,Customer_0815,BR001-HCM,Business,24335878.98,69049726.49,2021-12-24,True
ACC0816,Customer_0816,BR004-CT,Business,4372612.8,88991547.83,2020-04-16,True
ACC0817,Customer_0817,BR005-HP,Business,15968736.21,5277427.21,2022-09-25,True
ACC0818,Customer_0818,BR004-CT,Checking,25876823.96,46923239.21,2022-07-12,True
ACC0819,Customer_0819,BR003-DN,Savings,2248648.89,92286451.61,2022-12-26,True
ACC0820,Customer_0820,BR001-HCM,Business,23921446.33,16907924.1,2020-11-10,True
ACC0821,Customer_0821,BR003-DN,Checking,4584253.26,50559610.93,2022-05-05,True
ACC0822,Customer_0822,BR003-DN,Checking,1203049.0,11154940.43,2021-10-24,True
ACC0823,Customer_0823,BR004-CT,Checking,40488114.22,26125258.79,2021-08-06,True
ACC0824,Customer_0824,BR003-DN,Savings,48383608.87,59554409.19,2021-08-25,False
ACC0825,Customer_0825,BR004-CT,Savings,33203030.79,72599909.18,2021-04-19,True
ACC0826,Customer_0826,BR001-HCM,Business,13587577.05,81953100.95,2020-03-15,False
ACC0827,Customer_0827,BR004-CT,Checking,24075178.91,94825177.46,2024-04-13,False
ACC0828,Customer_0828,BR004-CT,Checking,7684916.63,87027773.58,2020-05-26,False
ACC0829,Customer_0829,BR004-CT,Business,16126586.92,53025342.29,2020-02-18,True
ACC0830,Customer_0830,BR004-CT,Business,45943079.81,85835567.32,2022-05-09,True
ACC0831,Customer_0831,BR003-DN,Business,29416753.28,46110859.34,2021-12-22,True
ACC0832,Customer_0832,BR005-HP,Checking,34047048.93,99321484.7,2022-09-01,True
ACC0833,Customer_0833,BR001-HCM,Savings,20856813.95,52526426.39,2023-06-08,True
ACC0834,Customer_0834,BR003-DN,Savings,2185067.25,61939722.37,2020-10-22,True
ACC0835,Customer_0835,BR005-HP,Business,6528611.5,95779533.77,2020-10-05,False
ACC0836,Customer_0836,BR005-HP,Savings,44852080.7,69565363.37,2022-05-15,True
ACC0837,Customer_0837,BR004-CT,Checking,38583276.93,69222149.18,2022-05-06,True
ACC0838,Customer_0838,BR003-DN,Savings,19448550.62,33265473.69,2020-05-27,True
ACC0839,Customer_0839,BR002-HN,Checking,3935224.83,97942198.01,2021-10-13,True
ACC0840,Customer_0840,BR004-CT,Savings,7621693.72,76870732.33,2021-10-21,True
ACC0841,Customer_0841,BR004-CT,Business,13320314.7,3486089.46,2020-10-24,True
ACC0842,Customer_0842,BR004-CT,Savings,44877363.45,14885427.54,2020-01-22,False
ACC0843,Customer_0843,BR003-DN,Savings,35152732.37,90461754.35,2024-01-17,False
ACC0844,Customer_0844,BR004-CT,Checking,20493681.21,72776742.12,2020-09-08,True
ACC0845,Customer_0845,BR004-CT,Business,40989844.64,48206634.16,2024-09-12,True
ACC0846,Customer_0846,BR003-DN,Checking,3232136.32,99701579.63,2020-06-18,True
ACC0847,Customer_0847,BR001-HCM,Checking,38142427.5,28995866.81,2021-03-18,True
ACC0848,Customer_0848,BR004-CT,Business,9954656.47,69588227.86,2020-11-23,True
ACC0849,Customer_0849,BR004-CT,Savings,44318100.66,43798374.93,2021-03-02,True
ACC0850,Customer_0850,BR001-HCM,Business,49820986.2,23848513.13,2023-02-26,True
ACC0851,Customer_0851,BR004-CT,Business,48265215.38,81177808.68,2020-01-11,True
ACC0852,Customer_0852,BR003-DN,Business,2619319.41,11818710.87,2024-08-22,True
ACC0853,Customer_0853,BR005-HP,Savings,46278382.68,3687766.74,2021-08-21,True
ACC0854,Customer_0854,BR004-CT,Business,2767183.83,70129681.12,2021-01-06,True
ACC0855,Customer_0855,BR003-DN,Savings,23081137.35,17068938.79,2024-02-27,True
ACC0856,Customer_0856,BR001-HCM,Checking,29951381.65,61562852.73,2020-04-14,True
ACC0857,Customer_0857,BR004-CT,Checking,6479720.76,68408838.34,2024-03-11,True
ACC0858,Customer_0858,BR001-HCM,Business,9085658.61,6322188.77,2022-03-25,False
ACC0859,Customer_0859,BR002-HN,Business,18811403.5,16500612.68,2021-10-02,True
ACC0860,Customer_0860,BR001-HCM,Business,30815854.51,77766163.76,2020-08-03,True
ACC0861,Customer_0861,BR001-HCM,Savings,46343779.34,70674124.85,2024-05-14,False
ACC0862,Customer_0862,BR002-HN,Savings,7582849.13,27094974.76,2023-07-08,True
ACC0863,Customer_0863,BR005-HP,Business,2362249.99,18000046.7,2023-10-03,True
ACC0864,Customer_0864,BR003-DN,Checking,726217.04,23563900.73,2020-09-04,True
ACC0865,Customer_0865,BR005-HP,Business,11354168.62,77033128.31,2021-05-02,True
ACC0866,Customer_0866,BR001-HCM,Savings,34419565.84,96857383.78,2023-08-06,True
ACC0867,Customer_0867,BR001-HCM,Savings,32420611.41,28506452.0,2023-05-11,False
ACC0868,Customer_0868,BR001-HCM,Savings,37150635.8,92486134.57,2021-03-26,True
ACC0869,Customer_0869,BR004-CT,Business,6245221.73,89507917.49,2023-10-19,True
ACC0870,Customer_0870,BR004-CT,Savings,37480794.3,89837275.69,2021-02-11,True
ACC0871,Customer_0871,BR001-HCM,Savings,37018519.37,86988630.29,2023-04-03,False
ACC0872,Customer_0872,BR005-HP,Checking,3189798.12,43586506.06,2021-10-15,True
ACC0873,Customer_0873,BR004-CT,Checking,7252028.42,71982121.61,2022-05-07,True
ACC0874,Customer_0874,BR002-HN,Savings,34764421.21,5965171.96,2021-02-28,False
ACC0875,Customer_0875,BR004-CT,Checking,8974465.18,34357600.82,2022-10-06,True
ACC0876,Customer_0876,BR005-HP,Business,42822699.08,8647433.23,2024-08-28,True
ACC0877,Customer_0877,BR005-HP,Checking,41930956.8,27917087.83,2023-12-28,True
ACC0878,Customer_0878,BR002-HN,Checking,21995311.64,22240661.0,2024-03-19,True
ACC0879,Customer_0879,BR004-CT,Savings,2482904.65,47065263.04,2024-01-14,False
ACC0880,Customer_0880,BR004-CT,Business,41153920.38,45244136.82,2021-02-18,True
ACC0881,Customer_0881,BR004-CT,Savings,7069244.09,29579042.82,2020-01-16,True
ACC0882,Customer_0882,BR002-HN,Business,23234500.42,57038079.76,2024-01-15,False
ACC0883,Customer_0883,BR002-HN,Business,20565338.43,78985871.28,2022-11-15,True
ACC0884,Customer_0884,BR001-HCM,Checking,44725004.79,33290613.84,2020-05-14,True
ACC0885,Customer_0885,BR005-HP,Business,28973853.69,20714642.69,2020-10-11,True
ACC0886,Customer_0886,BR005-HP,Business,18517530.84,5156257.83,2023-06-15,True
ACC0887,Customer_0887,BR003-DN,Checking,9175736.46,55879045.8,2020-09-23,True
ACC0888,Customer_0888,BR002-HN,Checking,12312318.92,11355767.88,2023-12-25,True
ACC0889,Customer_0889,BR002-HN,Checking,17959227.63,26735785.23,2023-05-02,True
ACC0890,Customer_0890,BR003-DN,Checking,22894327.15,50145009.55,2020-08-23,True
ACC0891,Customer_0891,BR004-CT,Business,18723219.66,67330647.96,2020-04-15,True
ACC0892,Customer_0892,BR001-HCM,Checking,44948320.06,28837268.77,2020-02-06,True
ACC0893,Customer_0893,BR001-HCM,Business,7823725.13,15049806.89,2021-09-21,True
ACC0894,Customer_0894,BR003-DN,Checking,48493942.97,54143495.81,2021-08-12,False
ACC0895,Customer_0895,BR004-CT,Business,32411879.86,29151679.72,2020-01-28,True
ACC0896,Customer_0896,BR005-HP,Business,17125929.79,57870460.56,2022-08-19,False
ACC0897,Customer_0897,BR004-CT,Checking,28578957.22,89828192.29,2022-03-26,True
ACC0898,Customer_0898,BR002-HN,Checking,18909164.67,28814629.29,2020-03-12,True
ACC0899,Customer_0899,BR004-CT,Savings,31122196.38,16078988.25,2024-05-06,True
ACC0900,Customer_0900,BR002-HN,Savings,12276313.56,4115145.65,2022-10-05,False
ACC0901,Customer_0901,BR003-DN,Checking,9632580.86,56248724.24,2020-11-11,True
ACC0902,Customer_0902,BR002-HN,Checking,22697240.29,97546567.89,2024-05-04,True
ACC0903,Customer_0903,BR004-CT,Checking,38541649.21,94778905.41,2022-03-01,True
ACC0904,Customer_0904,BR003-DN,Checking,44850884.0,96960555.72,2024-11-05,False
ACC0905,Customer_0905,BR003-DN,Business,6059623.34,47898123.34,2020-03-22,True
ACC0906,Customer_0906,BR003-DN,Savings,20380681.14,84087691.62,2023-06-03,True
ACC0907,Customer_0907,BR001-HCM,Business,32244976.31,58343144.15,2021-05-07,True
ACC0908,Customer_0908,BR001-HCM,Business,42547843.74,67706338.82,2020-09-13,True
ACC0909,Customer_0909,BR004-CT,Checking,30357007.79,51155584.26,2020-11-12,False
ACC0910,Customer_0910,BR002-HN,Business,42763301.46,36962996.71,2022-01-10,True
ACC0911,Customer_0911,BR003-DN,Checking,48887419.6,87430173.58,2020-04-24,False
ACC0912,Customer_0912,BR004-CT,Checking,14787383.91,80567278.51,2023-12-14,True
ACC0913,Customer_0913,BR005-HP,Business,4760859.73,20778379.07,2023-09-11,True
ACC0914,Customer_0914,BR005-HP,Checking,4878189.79,40946063.88,2022-07-06,False
ACC0915,Customer_0915,BR005-HP,Savings,10363249.29,83228372.32,2022-09-16,True
ACC0916,Customer_0916,BR003-DN,Business,15543761.77,55928105.67,2023-04-01,True
ACC0917,Customer_0917,BR002-HN,Checking,15358385.7,64055520.92,2023-02-21,True
ACC0918,Customer_0918,BR004-CT,Savings,24848381.91,68784318.6,2021-01-04,True
ACC0919,Customer_0919,BR004-CT,Savings,30145120.51,36175951.05,2023-10-14,True
ACC0920,Customer_0920,BR004-CT,Business,41004899.33,37320221.6,2024-01-28,True
ACC0921,Customer_0921,BR002-HN,Business,3396264.5,31968111.14,2021-06-06,True
ACC0922,Customer_0922,BR003-DN,Checking,21265943.26,91210462.12,2022-01-10,True
ACC0923,Customer_0923,BR005-HP,Business,46847692.48,51386649.31,2021-02-20,True
ACC0924,Customer_0924,BR005-HP,Checking,43685935.16,82682199.66,2022-05-22,True
ACC0925,Customer_0925,BR001-HCM,Business,29212308.75,82331481.68,2020-03-17,True
ACC0926,Customer_0926,BR003-DN,Checking,20893727.97,92090737.75,2021-02-07,True
ACC0927,Customer_0927,BR005-HP,Savings,41662890.96,79510673.8,2024-10-23,True
ACC0928,Customer_0928,BR004-CT,Checking,45843542.42,11656565.08,2021-01-16,True
ACC0929,Customer_0929,BR003-DN,Business,18447144.0,81703870.33,2024-09-25,True
ACC0930,Customer_0930,BR002-HN,Business,15581870.83,74446021.63,2020-04-05,True
ACC0931,Customer_0931,BR002-HN,Checking,6704536.97,13021825.24,2020-07-23,True
